event_id,transaction_description,transaction_type,iban,counterparty_name,counterparty_iban,amount,currency,transaction_subtype,monetary_account_id,updated_timestamp,place_name,place_address,category,geolocation_latitude,geolocation_longitude,geolocation_altitude,geolocation_radius,user_type,merchant_category_code,tags,opening_periods,number_of_recommendation_total,url_google_maps,city,country,event_type,inner_id,owner_user_id,recommendations_category.PENDING,recommendations_category.SKIPPED,recommendations_category.NOT_RECOMMENDED,recommendations_category.RECOMMENDED_UNCATEGORIZED,recommendations_category.RECOMMENDED_FOR_BUSINESS,recommendations_category.RECOMMENDED_FOR_FAMILY,recommendations_category.RECOMMENDED_FOR_DATE,recommendations_category.RECOMMENDED_FOR_MYSELF,recommendations_category.RECOMMENDED_FOR_FRIENDS,categories_friends.PENDING,categories_friends.SKIPPED,categories_friends.NOT_RECOMMENDED,categories_friends.RECOMMENDED_UNCATEGORIZED,categories_friends.RECOMMENDED_FOR_BUSINESS,categories_friends.RECOMMENDED_FOR_FAMILY,categories_friends.RECOMMENDED_FOR_DATE,categories_friends.RECOMMENDED_FOR_MYSELF,categories_friends.RECOMMENDED_FOR_FRIENDS,opening_periods.monday,opening_periods.tuesday,opening_periods.wednesday,opening_periods.thursday,opening_periods.friday,opening_periods.saturday,opening_periods.sunday,opening_periods.open,opening_periods.close,recommendations_category.  PENDING,recommendations_category.  SKIPPED,recommendations_category.  NOT_RECOMMENDED,recommendations_category.  RECOMMENDED_UNCATEGORIZED,recommendations_category.  RECOMMENDED_FOR_BUSINESS,recommendations_category.  RECOMMENDED_FOR_FAMILY,recommendations_category.  RECOMMENDED_FOR_DATE,recommendations_category.  RECOMMENDED_FOR_MYSELF,recommendations_category.  RECOMMENDED_FOR_FRIENDS,categories_friends.  PENDING,categories_friends.  SKIPPED,categories_friends.  NOT_RECOMMENDED,categories_friends.  RECOMMENDED_UNCATEGORIZED,categories_friends.  RECOMMENDED_FOR_BUSINESS,categories_friends.  RECOMMENDED_FOR_FAMILY,categories_friends.  RECOMMENDED_FOR_DATE,categories_friends.  RECOMMENDED_FOR_MYSELF,categories_friends.  RECOMMENDED_FOR_FRIENDS,.transaction_subtype,recommendations_category.   PENDING,recommendations_category.   SKIPPED,recommendations_category.   NOT_RECOMMENDED,recommendations_category.   RECOMMENDED_UNCATEGORIZED,recommendations_category.   RECOMMENDED_FOR_BUSINESS,recommendations_category.   RECOMMENDED_FOR_FAMILY,recommendations_category.   RECOMMENDED_FOR_DATE,recommendations_category.   RECOMMENDED_FOR_MYSELF,recommendations_category.   RECOMMENDED_FOR_FRIENDS,categories_friends.   PENDING,categories_friends.   SKIPPED,categories_friends.   NOT_RECOMMENDED,categories_friends.   RECOMMENDED_UNCATEGORIZED,categories_friends.   RECOMMENDED_FOR_BUSINESS,categories_friends.   RECOMMENDED_FOR_FAMILY,categories_friends.   RECOMMENDED_FOR_DATE,categories_friends.   RECOMMENDED_FOR_MYSELF,categories_friends.   RECOMMENDED_FOR_FRIENDS,opening_periods.weekdays,opening_periods.weekend,recommendations_category.PENDIND,categories_friends.RECOMMDED_FOR_FRIENDS,recommendations_category.SKIIPPED,categories_friends.SKIIPPED,recommendations_category.    PENDING,recommendations_category.    SKIPPED,recommendations_category.    NOT_RECOMMENDED,recommendations_category.    RECOMMENDED_UNCATEGORIZED,recommendations_category.    RECOMMENDED_FOR_BUSINESS,recommendations_category.    RECOMMENDED_FOR_FAMILY,recommendations_category.    RECOMMENDED_FOR_DATE,recommendations_category.    RECOMMENDED_FOR_MYSELF,recommendations_category.    RECOMMENDED_FOR_FRIENDS,categories_friends.    PENDING,categories_friends.    SKIPPED,categories_friends.    NOT_RECOMMENDED,categories_friends.    RECOMMENDED_UNCATEGORIZED,categories_friends.    RECOMMENDED_FOR_BUSINESS,categories_friends.    RECOMMENDED_FOR_FAMILY,categories_friends.    RECOMMENDED_FOR_DATE,categories_friends.    RECOMMENDED_FOR_MYSELF,categories_friends.    RECOMMENDED_FOR_FRIENDS,number_of_recommendations_total,transaction_subnetype,categories_friends.RECOMMENDED_FOR_M YSELF,counterparty_ibank,recommendations_category.RECOMMANDED_UNCATEGORIZED,opening_periods.Monday,opening_periods.Tuesday,opening_periods.Wednesday,opening_periods.Thursday,opening_periods.Friday,opening_periods.Saturday,opening_periods.Sunday,recommendations_category.PENDIN,recommendations_category.     PENDING,recommendations_category.     SKIPPED,recommendations_category.     NOT_RECOMMENDED,recommendations_category.     RECOMMENDED_UNCATEGORIZED,recommendations_category.     RECOMMENDED_FOR_BUSINESS,recommendations_category.     RECOMMENDED_FOR_FAMILY,recommendations_category.     RECOMMENDED_FOR_DATE,recommendations_category.     RECOMMENDED_FOR_MYSELF,recommendations_category.     RECOMMENDED_FOR_FRIENDS,categories_friends.     PENDING,categories_friends.     SKIPPED,categories_friends.     NOT_RECOMMENDED,categories_friends.     RECOMMENDED_UNCATEGORIZED,categories_friends.     RECOMMENDED_FOR_BUSINESS,categories_friends.     RECOMMENDED_FOR_FAMILY,categories_friends.     RECOMMENDED_FOR_DATE,categories_friends.     RECOMMENDED_FOR_MYSELF,categories_friends.     RECOMMENDED_FOR_FRIENDS,categories_friends. RECOMMENDED_FOR_BUSINESS,eventType,counterparty_ibn,country_normalized
334569273,"IDEAL: HTG* BISTROT PARIS, FR
 in Rue de Grenelle, 41, Paris, FR, 75007.",IDEAL,FR86AAGR00123456789001,HTG* BISTROT,,-42.75,EUR,WITHDRAWAL,4321876,2023-04-20T18:45:03.256799,Bistrot Paris,"Rue de Grenelle, 41, Paris, FR, 75007.",FOOD_AND_DRINK,48.8546,2.3336,0,0,COMPANY,5813,"cafe, french_cuisine, restaurant",,12.0,https://maps.google.com/?cid=539162465981725465,Paris,FR,iDealAction,,334,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,[],[],[],"[['Louis Brown', 'PERSON', 1, 'PB123CDR']]","[['Anna White', 'PERSON', 2, 'AW123YTE']]","[['Bob Green', 'PERSON', 1, 'BG345ZSE']]","[['Julia Red', 'PERSON', 2, 'JR678UIO']]","[['Sophia Grey', 'PERSON', 1, 'SG901JKL']]",[],"[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2300}]","[{'open': 800, 'close': 2359}]","[{'open': 800, 'close': 2359}]","[{'open': 800, 'close': 2300}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
742018232,"SWIFT: Brewed Sense London, UK
 on North End, 47-49, London, UK, WC2 9JH.",SWIFT,FR76GAGR42560305791140,BrewedSense,,-30.75,GBP,WITHDRAWAL,5798230,2023-03-11T14:07:10.992305,BrewedSense,"North End, 47-49, London, UK, WC2 9JH.",FOOD_AND_DRINK,51.510357,-0.130379,0,0,COMPANY,5814,"cafe, bakery",,32.0,https://maps.google.com/?cid=361988039025468876,London,UK,SwiftAction,,334,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,10.0,[],[],[],[],"[{'name': 'John', 'user_type': 'COMPANY', 'number_of_recommendations': 3, 'uuid': 'AB23XZ01'}, {'name': 'Emma', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': 'GH56YZ89'}]","[{'name': 'Lucas', 'user_type': 'PERSON', 'number_of_recommendations': 3, 'uuid': 'IJ98KL03'}]",[],[],"[{'name': 'Mike', 'user_type': 'COMPANY', 'number_of_recommendations': 5, 'uuid': 'MN45OP06'}, {'name': 'Sophia', 'user_type': 'PERSON', 'number_of_recommendations': 5, 'uuid': 'QR23ST78'}]","[{'open': 600, 'close': 1800}]","[{'open': 600, 'close': 1800}]","[{'open': 600, 'close': 1800}]","[{'open': 600, 'close': 1800}]","[{'open': 600, 'close': 1900}]","[{'open': 800, 'close': 1800}]","[{'open': 800, 'close': 1700}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
477289251,"WISE: CENTURY Tokyo, JP
 in Tokyo, JP.",WISE,JP58TCCL10340520198909,CENTURY,,-100.75,JPY,TRANSFER PAYMENT,2457879,2023-03-15T10:15:25.200984,Century's,"Tokyo, JP.",TRAVEL,35.68948,139.691736,0,0,COMPANY,,lodging,,2.0,,Tokyo,JP,WISE Transaction,,334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,[],[],[],[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '124f7fc9-8a24-4569-935e-d2853e8e8f8c'}]",[],[],"[{'name': 'Jane Smith', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '8a24e8c9-124f-4569-935e-d2853e8f7fc9'}]",[],[],"[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2200}]","[{'open': 1800, 'close': 2300}]","[{'open': 1800, 'close': 2300}]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan
858383828,"WISE: TRANSFERWISE LOS ANGELES, US
",WISE,DE34FDDK13460405542342,TRANSFERWISE,,-150.0,EUR,TRANSFER PAYMENT,6283822,2023-04-05T18:02:22.363296,TRANSFERWISE,,FINANCE,,,,,COMPANY,,,,,,,,WiseTransfer,,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009264851,"IDEAL: WWW.TATE.ORG.UK LONDON, UK
 in Bankside, London SE1 9TG, UK.",IDEAL,DE89TCCL02190706967523,Tate Modern Museum,,-20.0,GBP,PAYMENT,4506791,2024-08-14T10:45:11.524379,Tate Modern Museum,"Bankside, London SE1 9TG, UK.",CULTURE,51.5076,-0.0994,0,0,COMPANY,5734,"art_gallery, museum",,15.0,https://maps.google.com/?cid=4738318469193646463,London,UK,IdealAction,,558,0.0,0.0,0.0,0.0,5.0,2.0,4.0,4.0,0.0,[],[],[],[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 4, 'uuid': 'bd7a30e1-5a4a-403d-b8a7-d8cf8854779d'}, {'name': 'Jane Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '0f974047-f8c7-4f8a-9597-d83f019120b3'}]","[{'name': 'Mary Smith', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': 'f19c90a6-8e52-4e0f-9649-d4a0561c80c7'}]","[{'name': 'Tom Brown', 'user_type': 'PERSON', 'number_of_recommendations': 4, 'uuid': '5c242b2f-2f26-4b2b-ac1c-0624450c72ba'}]","[{'name': 'Charlie Green', 'user_type': 'PERSON', 'number_of_recommendations': 4, 'uuid': '27ac935b-08d7-4189-8b56-b74f6ccdcf92'}]",[],"[{'open': 1000, 'close': 1800}]","[{'open': 1000, 'close': 1800}]","[{'open': 1000, 'close': 1800}]","[{'open': 1000, 'close': 2000}]","[{'open': 1000, 'close': 2000}]","[{'open': 1000, 'close': 2000}]","[{'open': 1000, 'close': 1800}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
2122458916,"SWIFT: KFC LOUISVILLE, US
",SWIFT,US34XXYY12345678902345,KFC,,-15.6,USD,PAYMENT,4812543,2023-03-01T18:34:15.911237,KFC,,FOOD_AND_DRINK,,,,,COMPANY,5812,"restaurant,fast_food",,,,,,SwiftAction,,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387592835,"BUNQ: RT *ESSENCE COFFEE London, UK
 in High Street, 75, London, UK, NW8 7NL.",BUNQ,GB97BUKB04152860023816,RT *ESSENCE COFFEE,,-5.9,GBP,PAYMENT,4893124,2023-04-25T16:25:45.366859,ESSENCE COFFEE | Best Coffee Shop London,"High Street, 75, London, UK, NW8 7NL.",FOOD_AND_DRINK,51.533333,-0.166667,0,0,PERSON,5814,"cafe, bakery",,3.0,https://maps.google.com/?cid=1045127835678959136,London,UK,BunqAction,,558,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,[],[],"[['John Doe', 'PERSON', 1, 'jd271081']]","[['Jane Smith', 'PERSON', 2, 'js920205']]",[],[],[],[],[],"[{'open': 800, 'close': 1800}]","[{'open': 800, 'close': 1800}]","[{'open': 800, 'close': 1800}]","[{'open': 800, 'close': 1800}]","[{'open': 800, 'close': 1900}]","[{'open': 900, 'close': 1900}]","[{'open': 900, 'close': 1800}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
2084658749,"SOFORT: SweetSmile Boulangerie, FR
 at Rue de Vaugirard, 241, Paris, FR, 75015.",SOFORT,NL44RABO9495820583,SweetSmile,,-42.13,EUR,PAYMENT,5462109,2023-05-12T10:35:25.897674,SweetSmile Boulangerie,"Rue de Vaugirard, 241, Paris, FR, 75015.",FOOD_AND_DRINK,48.84276,2.326781,0,0,PERSON,5441,"bakery, cafe",,20.0,https://maps.google.com/?cid=385283694735526304,Paris,FR,SofortAction,,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],"[{'open': 0, 'close': 120}, {'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 0, 'close': 140}, {'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2200}, {'open': 0, 'close': 120}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France
2084938204,"SWIFT: AK *STARBUCKS Seattle, US
 in Broadway, 45, Seattle, US, 98122.",SWIFT,DE25FGHF04250106372855,AK *STARBUCKS,,-45.75,USD,WITHDRAWAL,5821340,2023-05-20T09:32:15.125879,Starbucks,"Broadway, 45, Seattle, US, 98122.",FOOD_AND_DRINK,47.6062,-122.3321,0,0,COMPANY,5813,"cafe, store",,8.0,https://maps.google.com/?cid=1389186987675696523,Seattle,US,SwiftAction,,334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"[['John Smith', 'PERSON', 1, '123-abcdefg-ab123-heid']]","[['Jane Doe', 'PERSON', 1, '456-hijklmn-op456-ngas']]","[['Bob Johnson', 'PERSON', 1, '789-pqrstuv-wx789-cird']]","[['Alice Davis', 'PERSON', 1, '321-zyxwvuotsrq-ponmlkj']]","[['Charlie Brown', 'PERSON', 1, '654-iwvutsrqponm-lkjihgf']]","[['Sally Clark', 'PERSON', 1, '987-fdzyxwvuot-srqponm']]","[['Sheril Adams', 'PERSON', 1, '369-cwxutsrqponm-lkijhg']]","[['Luke Henderson', 'PERSON', 1, '258-frqponmlkjihg-fedc']]","[['Lucy Moore', 'PERSON', 1, '147-awponmlkjihgfedc-ba']]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2200}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2300}]","[{'open': 700, 'close': 2200}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
2109543298,"IDEAL: VICTORIA'S SECRET P-1256 SAN FRANCISCO, US
 in 865 Market St, San Francisco, US, 94103.",IDEAL,DE89NPAK04960307375815,Victoria's Secret,,-45.99,USD,PAYMENT,6853214,2023-04-13T21:10:15.785413,Victoria's Secret,"865 Market St, San Francisco, US, 94103.",CLOTHING,37.784936,-122.406855,0,0,PERSON,5691,,,,,,,IDEALPayment,,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458445114,"IDEAL: JOHN'S BAKERY LONDON, UK
 in Oxford Street, 900, London, UK, 90001.",IDEAL,FR68TCCL05060902001237,John's Bakery,,-27.85,GBP,INVOICE,4898732,2024-06-20T11:34:13.809526,John's Bakery,"Oxford Street, 900, London, UK, 90001.",FOOD_AND_DRINK,51.516712,-0.120348,0,0,COMPANY,5462,"bakery, cafe, cake_shop, store",,2.0,https://maps.google.com/?cid=99991563570888736043,London,UK,iDealAction,,102,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,[],[],"[{'name': 'Julia', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '09eb22c7-1ddd-40c5-9135-e16272f1f101'}]",[],[],[],"[{'name': 'Tom', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '16ca19a8-4eea-4f55-8486-8dbc9c27ee3a'}]",[],[],"[{'open': 800, 'close': 2000}]","[{'open': 800, 'close': 2000}]","[{'open': 800, 'close': 2000}]","[{'open': 800, 'close': 2000}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2000}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom
2091081097,"IDEAL: AMAZON * COMPLETED amazon.com, US",IDEAL,NL57RABO01234567890,Amazon,,-50.75,EUR,PURCHASE,4810920,2023-05-20T10:15:06.993212,Amazon,,SHOPPING,,,,,COMPANY,5411,,,,,,,iDealAction,,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025713834,"WISE: AB*AB* Luigis Pizza New York, US
",WISE,DE11XNBU05110587287441,AB*AB* Luigis Pizza,,-34.21,EUR,TRANSFER PAYMENT,4567659,2022-11-12T14:40:14.721432,,,FOOD_AND_DRINK,,,,,COMPANY,,"restaurant, pizza, italian",,,,,,WireAction,,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092439032,"IDEAL: CAFE CENTRAL - MAIN STR LONDON, UK
",IDEAL,NL91ABNA0417164300,CAFE CENTRAL,,-35.2,EUR,WITHDRAWAL,2719210,2023-05-12T16:59:38.032082,,,FOOD_AND_DRINK,,,,,COMPANY,5814,"restaurant, cafe",,,,,,iDealAction,,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8569937271,"PAYMENT: NETFLIX * PENDING netflix.com, NL
",PAYMENT,DE45JSTU76320374545806,Netflix,,0.0,EUR,SUBSCRIPTIONS,5821439,2023-06-22T04:21:39.983711,Netflix,,ENTERTAINMENT,,,,,COMPANY,4841,,,,,,,SubscriptionAction,,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9256149285,"PAYSAFECASH: BROWNSTONE PANCAKE FACTORY EDGEWATER, US
 in River Rd, 860, Edgewater, US, 07020.",PAYSAFECASH,DE91BUNQ19020533861314,Brownstone Pancake Factory,,-49.32,USD,DEPOSIT,8517692,2023-06-18T12:14:45.784914,Brownstone Pancake Factory,"River Rd, 860, Edgewater, US, 07020.",FOOD_AND_DRINK,40.8267,-73.9763,0,0,COMPANY,5813,"restaurant, breakfast_cafe",,3.0,https://maps.google.com/?cid=5456189069786541893,Edgewater,US,PaysafecashAction,,334,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,[],[],[],[],"[{'name': 'Linda Smith', 'user_type': 'PERSON', 'number_of_recommendations': 2, 'uuid': '3abec332-ab1a-11ea-92a3-2e728ce88126'}]",[],"[{'name': 'John Doe', 'user_type': 'PERSON', 'number_of_recommendations': 1, 'uuid': '4cc8a222-bb4b-11ea-91a1-2e728ce88125'}]",[],[],"[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2000}]","[{'open': 700, 'close': 2200}]","[{'open': 800, 'close': 2200}]","[{'open': 800, 'close': 2000}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA
2094563230,"BUNQ: HDR* RED OAK SAN DIEGO, US
 in US.",BUNQ,DE44TCCL05250408764352,HDR* RED OAK,,-352.74,USD,WITHDRAWAL,7916432,2023-05-12T02:57:36.549240,,US.,ENTERTAINMENT,,,,,COMPANY,5812,,,,,,,BunqTransactionAction,,771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205690890,"IDEAL: ZBX**ZBX* Panera Bread San Francisco, US
",IDEAL,NL11BUNQ1234567890,ZBX**ZBX* Panera Bread,,-125.15,USD,BILLING,4298763,2023-05-30T11:25:19.266495,,,FOOD_AND_DRINK,,,,,COMPANY,5814,"bakery, cafe, restaurant",,,,,,iDealAction,,569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159928351,"PAYMENT: SS *PICKFORD AND ASSOCIATES San Francisco, US
 in US.",PAYMENT,US27BDAC36661449272527,SS *PICKFORD AND ASSOCIATES,,-80.0,USD,INVOICE,4512419,2023-05-15T14:19:19.189492,,US.,BUSINESS_EXPENSES,,,,,COMPANY,7399,,,,,,,PaymentAction,,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8965241374,"IDEAL: HL *EMERALD GROUP Los Angeles, US
 in US.",IDEAL,NL85ABNA0583353918,HL *EMERALD GROUP,,-15.0,EUR,WITHDRAWAL,5871964,2024-05-14T11:25:30.785462,,US.,SHOPPING,,,,,COMPANY,5699,,,,,,,IdealAction,,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702458921,"IDEAL: Starbucks Seattle, US
",IDEAL,US98TCCL05890243059844,Starbucks,,-4.5,USD,PAYMENT,4592876,2024-09-19T04:20:30.876491,Starbucks,,FOOD_AND_DRINK,,,,,COMPANY,5814,"cafe, restaurant",,,,,,IdealAction,,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8592036081,"FIS: FN *BERRY MARKET Los Angeles, US
",FIS,GB32WGRT09160469380121,FN *BERRY MARKET,,-29.53,USD,PAYMENT,4825965,2023-08-09T03:57:28.939208,,,GROCERIES,,,,,PERSON,5411,,,,,,,MasterCardAction,,282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297295530,"PAYMENT: DENNIS BAKERY London, UK
",PAYMENT,IE39AAAC99220224492783,DENNIS BAKERY,,-45.2,GBP,BILLING,4536738,2023-09-14T15:30:36.134934,,,FOOD_AND_DRINK,,,,,PERSON,,"bakery, cafe, restaurant",,4.0,,,,PaymentAction,,558,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,[],"[['Daniel', 'PERSON', 1, '129']]",[],"[['Alice', 'PERSON', 2, '523'], ['John', 'PERSON', 1, '789']]",[],"[['Robert', 'PERSON', 1, '567']]",[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096308421,"IDEAL: Zuiderzee Bistro Amsterdam, NL
",IDEAL,NL35FBNA0216893201,Zuiderzee Bistro,,-55.75,EUR,WITHDRAWAL,8795301,2024-03-20T12:24:45.533432,,,FOOD_AND_DRINK,,,,,PERSON,5813,"restaurant, bistro",,,,,,iDEALPayment,,207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
